,ID_2020,ëIéËñº_2020,îN_2020,É`Å[ÉÄ_2020,ééçá_2020,ë≈ê»_2020,ë≈êî_2020,ìæì__2020,à¿ë≈_2020,ìÒó€ë≈_2020,éOó€ë≈_2020,ñ{ó€ë≈_2020,ó€ë≈_2020,ë≈ì__2020,ìêó€_2020,ìêó€éh_2020,ã]ë≈_2020,ã]îÚ_2020,élãÖ_2020,éÄãÖ_2020,éOêU_2020,ïπéEë≈_2020,ë≈ó¶_2020,í∑ë≈ó¶_2020,èoó€ó¶_2020,íPë≈_2020,wOBAï™éq_2020,wOBAï™ïÍ_2020,wOBA_2020,ÉäÅ[ÉO_2020,ÉäÅ[ÉOwOBA_2020,ë≈åÇìæì__2020,ÉäÅ[ÉOééçá_2020,ÉäÅ[ÉOë≈ê»_2020,ÉäÅ[ÉOìæì__2020,wRC_2020,ID_2019,ëIéËñº_2019,îN_2019,É`Å[ÉÄ_2019,ééçá_2019,ë≈ê»_2019,ë≈êî_2019,ìæì__2019,à¿ë≈_2019,ìÒó€ë≈_2019,éOó€ë≈_2019,ñ{ó€ë≈_2019,ó€ë≈_2019,ë≈ì__2019,ìêó€_2019,ìêó€éh_2019,ã]ë≈_2019,ã]îÚ_2019,élãÖ_2019,éÄãÖ_2019,éOêU_2019,ïπéEë≈_2019,ë≈ó¶_2019,í∑ë≈ó¶_2019,èoó€ó¶_2019,íPë≈_2019,wOBAï™éq_2019,wOBAï™ïÍ_2019,wOBA_2019,ÉäÅ[ÉO_2019,ÉäÅ[ÉOwOBA_2019,ë≈åÇìæì__2019,ÉäÅ[ÉOééçá_2019,ÉäÅ[ÉOë≈ê»_2019,ÉäÅ[ÉOìæì__2019,wRC_2019,ë≈ê»î‰ó¶,p_ë≈ê»_2019,p_ë≈êî_2019,p_ìæì__2019,p_à¿ë≈_2019,p_ìÒó€ë≈_2019,p_éOó€ë≈_2019,p_ñ{ó€ë≈_2019,p_ó€ë≈_2019,p_ë≈ì__2019,p_ìêó€_2019,p_ìêó€éh_2019,p_ã]ë≈_2019,p_ã]îÚ_2019,p_élãÖ_2019,p_éÄãÖ_2019,p_éOêU_2019,p_ïπéEë≈_2019,p_íPë≈_2019,p_wOBAï™éq_2019,p_wOBAï™ïÍ_2019,p_wOBA_2019,p_ë≈åÇìæì__2019,p_wRC_2019,êLÇ—
285,71475115,ç◊êÏÅ@ãú,2020,êÁótÉçÉbÉe,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,1,0.0,Ép,0.31533049922877243,-0.262775416023977,720,27080,2963,-0.15335887244938323,71475115.0,ç◊êÏÅ@ãú,2019.0,êÁótÉçÉbÉe,31.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,2.0,1.8,6.0,0.3,Ép,0.31988897159161395,-0.13259314394409305,858.0,32792.0,3698.0,0.7695781173391467,0.125,1.0,0.75,0.0,0.25,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.25,0.225,0.75,0.3,-0.01657414299301163,0.09619726466739334,-0.24955613711677657
283,91695139,ãgìcÅ@óTëæ,2020,êÁótÉçÉbÉe,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Ép,0.31533049922877243,-0.262775416023977,720,27080,2963,-0.15335887244938323,91695139.0,ãgìcÅ@óTëæ,2019.0,êÁótÉçÉbÉe,32.0,56.0,47.0,2.0,11.0,1.0,0.0,2.0,18.0,7.0,0.0,1.0,4.0,0.0,5.0,0.0,13.0,2.0,0.23399999999999999,0.38299999999999995,0.308,8.0,16.0,52.0,0.3076923076923077,Ép,0.31988897159161395,-0.6199970815480671,858.0,32792.0,3698.0,5.695201747434611,0.017857142857142856,1.0,0.8392857142857142,0.03571428571428571,0.19642857142857142,0.017857142857142856,0.0,0.03571428571428571,0.3214285714285714,0.125,0.0,0.017857142857142856,0.07142857142857142,0.0,0.08928571428571427,0.0,0.23214285714285712,0.03571428571428571,0.14285714285714285,0.2857142857142857,0.9285714285714285,0.3076923076923077,-0.011071376456215483,0.1017000312041895,-0.25505890365357275
211,81285137,çaòeÅ@îπêl,2020,íÜÅ@ì˙,39,50,47,6,10,1,2,0,15,3,0,0,1,0,2,0,8,0,0.213,0.319,0.245,7,12.2,49,0.24897959183673468,ÉZ,0.3185745868775059,-3.0157831184334194,720,27093,2962,2.450573505048661,81285137.0,çaòeÅ@îπêl,2019.0,íÜÅ@ì˙,8.0,16.0,15.0,3.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.2,0.33299999999999996,0.25,2.0,4.1,16.0,0.25625,ÉZ,0.31900344388942325,-0.8890071217668298,858.0,32803.0,3607.0,0.8703441570796171,3.125,50.0,46.875,9.375,9.375,0.0,3.125,0.0,15.625,0.0,0.0,0.0,0.0,0.0,3.125,0.0,6.25,0.0,6.25,12.8125,50.0,0.25625,-2.7781472555213433,2.719825490873803,-0.2692519858251421
262,41045133,íJå˚Å@óYñÁ,2020,ñkäCìπì˙ñ{ÉnÉÄ,7,9,9,1,2,1,0,0,3,1,0,0,0,0,0,0,3,0,0.222,0.33299999999999996,0.222,1,2.2,9,0.24444444444444446,Ép,0.31533049922877243,-0.5316454108824598,720,27080,2963,0.45310348128888434,41045133.0,íJå˚Å@óYñÁ,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,30.0,50.0,48.0,4.0,11.0,2.0,0.0,2.0,19.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,1.0,0.22899999999999998,0.396,0.26,7.0,14.299999999999999,50.0,0.286,Ép,0.31988897159161395,-1.4685221023032722,858.0,32792.0,3698.0,4.170048280716976,0.18,9.0,8.64,0.72,1.98,0.36,0.0,0.36,3.42,1.7999999999999998,0.0,0.0,0.0,0.0,0.36,0.0,2.16,0.18,1.2600000000000002,2.5740000000000003,9.0,0.28600000000000003,-0.26433397841458856,0.7506086905290561,-0.29750520924017176
331,21325130,ç]âzÅ@ëÂâÍ,2020,ç„Å@ê_,45,13,10,11,0,0,0,0,0,1,3,1,0,1,2,0,6,0,0.0,0.0,0.154,0,1.4,13,0.10769230769230768,ÉZ,0.3185745868775059,-2.8117637224693093,720,27093,2962,-1.3905110003639682,21325130.0,ç]âzÅ@ëÂâÍ,2019.0,ç„Å@ê_,49.0,16.0,15.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.067,0.067,0.125,1.0,1.6,16.0,0.1,ÉZ,0.31900344388942325,-3.1025487884334964,858.0,32803.0,3607.0,-1.3431975095870494,0.8125,13.0,12.1875,6.5,0.8125,0.0,0.0,0.0,0.8125,0.0,0.8125,0.0,0.0,0.0,0.8125,0.0,7.3125,0.0,0.8125,1.3,13.0,0.1,-2.5208208906022156,-1.0913479765394776,-0.29916302382449067
172,1305130,êAìcÅ@äC,2020,ç„Å@ê_,74,83,59,16,9,2,0,0,11,3,9,4,6,0,14,4,22,0,0.153,0.18600000000000003,0.35100000000000003,7,21.5,77,0.2792207792207792,ÉZ,0.3185745868775059,-3.31227881110783,720,27093,2962,5.7618731838724235,1305130.0,êAìcÅ@äC,2019.0,ç„Å@ê_,81.0,37.0,33.0,22.0,8.0,0.0,0.0,1.0,11.0,2.0,12.0,2.0,2.0,0.0,1.0,1.0,8.0,0.0,0.242,0.33299999999999996,0.28600000000000003,7.0,9.7,35.0,0.27714285714285714,ÉZ,0.31900344388942325,-1.360469069263399,858.0,32803.0,3607.0,2.7080307630690097,2.2432432432432434,83.0,74.02702702702703,49.351351351351354,17.945945945945947,0.0,0.0,2.2432432432432434,24.675675675675677,4.486486486486487,26.91891891891892,4.486486486486487,4.486486486486487,0.0,2.2432432432432434,2.2432432432432434,17.945945945945947,0.0,15.702702702702704,21.75945945945946,78.51351351351352,0.27714285714285714,-3.0518630472665436,6.074771711749399,-0.3128985278769756
228,61565136,ìÌñ{Å@ë◊éj,2020,â°ïlDeNA,28,29,26,6,4,2,0,1,9,1,0,0,0,0,2,1,7,0,0.154,0.34600000000000003,0.24100000000000002,1,7.6,29,0.26206896551724135,ÉZ,0.3185745868775059,-1.5068165696070546,720,27093,2962,1.6636702720125522,61565136.0,ìÌñ{Å@ë◊éj,2019.0,â°ïlDeNA,39.0,81.0,72.0,6.0,15.0,4.0,0.0,1.0,22.0,6.0,0.0,2.0,0.0,0.0,7.0,2.0,19.0,1.0,0.20800000000000002,0.306,0.29600000000000004,10.0,22.5,81.0,0.2777777777777778,ÉZ,0.31900344388942325,-3.09192495837341,858.0,32803.0,3607.0,5.814790890786728,0.35802469135802467,29.0,25.777777777777775,2.148148148148148,5.37037037037037,1.4320987654320987,0.0,0.35802469135802467,7.876543209876543,2.148148148148148,0.0,0.7160493827160493,0.0,0.0,2.506172839506173,0.7160493827160493,6.802469135802469,0.35802469135802467,3.580246913580247,8.055555555555555,29.0,0.2777777777777778,-1.1069854789238134,2.0818387139853716,-0.4181684419728193
18,73975134,ÉçÉÅÉç,2020,ìåñkäyìV,103,404,356,46,97,19,2,24,192,63,0,0,0,2,38,8,108,8,0.272,0.539,0.354,52,154.9,404,0.3834158415841584,Ép,0.31533049922877243,25.645478953862057,720,27080,2963,69.84976255799795,73975134.0,ÉçÉÅÉç,2019.0,ÉIÉäÉbÉNÉX,81.0,331.0,295.0,47.0,90.0,15.0,0.0,18.0,159.0,63.0,3.0,3.0,0.0,6.0,25.0,5.0,83.0,3.0,0.305,0.539,0.363,57.0,127.80000000000001,331.0,0.3861027190332327,Ép,0.31988897159161395,20.25037109256173,858.0,32792.0,3698.0,57.57770702815577,1.2205438066465257,404.0,360.0604229607251,57.36555891238671,109.84894259818732,18.308157099697887,0.0,21.96978851963746,194.06646525679758,76.89425981873111,3.661631419939577,3.661631419939577,0.0,7.323262839879154,30.513595166163142,6.102719033232629,101.30513595166164,3.661631419939577,69.57099697885198,155.985498489426,404.0,0.3861027190332327,24.716465019320058,70.27611371412367,-0.42635115612571894
113,41945137,ìcë∫Å@ó¥çO,2020,êÁótÉçÉbÉe,92,237,203,12,44,7,0,4,63,23,1,1,10,1,20,3,45,3,0.217,0.31,0.295,33,62.9,227,0.27709251101321586,Ép,0.31533049922877243,-8.316762436883554,720,27080,2963,17.614958390295175,41945137.0,ìcë∫Å@ó¥çO,2019.0,êÁótÉçÉbÉe,100.0,321.0,284.0,30.0,69.0,12.0,1.0,3.0,92.0,31.0,1.0,2.0,12.0,3.0,22.0,0.0,59.0,8.0,0.243,0.324,0.294,53.0,86.3,309.0,0.27928802588996765,Ép,0.31988897159161395,-11.70660601064135,858.0,32792.0,3698.0,24.49301584834864,0.7383177570093458,237.0,209.6822429906542,22.149532710280372,50.943925233644855,8.85981308411215,0.7383177570093458,2.2149532710280373,67.92523364485982,22.88785046728972,0.7383177570093458,1.4766355140186915,8.85981308411215,2.2149532710280373,16.242990654205606,0.0,43.5607476635514,5.906542056074766,39.13084112149532,63.71682242990653,228.14018691588785,0.2792880258899676,-8.643195091968858,18.08362852354712,-0.46867013325194407
210,41145138,à…ì°Å@óTãGñÁ,2020,â°ïlDeNA,5,17,14,1,4,0,1,0,6,1,0,0,1,0,2,0,2,0,0.28600000000000003,0.429,0.375,3,5.699999999999999,16,0.35624999999999996,ÉZ,0.3185745868775059,0.5965273744394893,720,27093,2962,2.4550886264233966,41145138.0,à…ì°Å@óTãGñÁ,2019.0,â°ïlDeNA,21.0,57.0,52.0,7.0,15.0,4.0,0.0,4.0,31.0,7.0,0.0,0.0,0.0,1.0,3.0,1.0,17.0,1.0,0.28800000000000003,0.596,0.33299999999999996,7.0,22.3,57.0,0.3912280701754386,ÉZ,0.31900344388942325,3.731605691444126,858.0,32803.0,3607.0,9.999294622334594,0.2982456140350877,17.0,15.50877192982456,2.087719298245614,4.473684210526316,1.1929824561403508,0.0,1.1929824561403508,9.24561403508772,2.087719298245614,0.0,0.0,0.0,0.2982456140350877,0.894736842105263,0.2982456140350877,5.070175438596491,0.2982456140350877,2.087719298245614,6.650877192982456,17.0,0.3912280701754386,1.1129350307815817,2.9822457645559313,-0.5271571381325346
324,41145134,êŒä_Å@âÎäC,2020,íÜÅ@ì˙,25,34,33,5,4,0,0,1,7,1,0,0,0,0,1,0,12,0,0.121,0.212,0.147,3,5.4,34,0.15882352941176472,ÉZ,0.3185745868775059,-4.659405842750784,720,27093,2962,-0.9422833387829694,41145134.0,êŒä_Å@âÎäC,2019.0,íÜÅ@ì˙,15.0,15.0,15.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.133,0.267,0.133,0.0,2.6,15.0,0.17333333333333334,ÉZ,0.31900344388942325,-1.820876381951124,858.0,32803.0,3607.0,-0.1714845580325799,2.2666666666666666,34.0,34.0,2.2666666666666666,4.533333333333333,4.533333333333333,0.0,0.0,9.066666666666666,2.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.866666666666667,0.0,0.0,5.8933333333333335,34.0,0.17333333333333334,-4.127319799089214,-0.3886983315405148,-0.5535850072424546
325,91195133,çrñÿÅ@àËñÁ,2020,ç„Å@ê_,16,11,11,2,1,0,0,0,1,0,2,1,0,0,0,0,4,0,0.091,0.091,0.091,1,0.9,11,0.08181818181818182,ÉZ,0.3185745868775059,-2.1702670463771376,720,27093,2962,-0.9676685892110799,91195133.0,çrñÿÅ@àËñÁ,2019.0,ç„Å@ê_,9.0,9.0,9.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.111,0.222,0.111,0.0,1.3,9.0,0.14444444444444446,ÉZ,0.31900344388942325,-1.309192495837341,858.0,32803.0,3607.0,-0.3195574014862147,1.2222222222222223,11.0,11.0,4.888888888888889,1.2222222222222223,1.2222222222222223,0.0,0.0,2.4444444444444446,0.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,4.888888888888889,0.0,0.0,1.588888888888889,11.0,0.14444444444444446,-1.6001241615789723,-0.39057015737203993,-0.57709843183904
315,31535132,à§ìl,2020,çÈã êºïê,7,14,13,0,2,0,0,0,2,3,0,0,0,1,0,0,5,2,0.154,0.154,0.14300000000000002,2,1.8,14,0.1285714285714286,Ép,0.31533049922877243,-2.334488383216798,720,27080,2963,-0.802656773172485,31535132.0,à§ìl,2019.0,çÈã êºïê,42.0,57.0,53.0,7.0,8.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,2.0,0.151,0.17,0.196,7.0,9.7,56.0,0.1732142857142857,Ép,0.31988897159161395,-7.333734293866412,858.0,32792.0,3698.0,-0.9057640572233288,0.24561403508771928,14.0,13.017543859649122,1.719298245614035,1.9649122807017543,0.24561403508771928,0.0,0.0,2.2105263157894735,0.7368421052631579,0.0,0.0,0.24561403508771928,0.0,0.7368421052631579,0.0,2.7017543859649122,0.49122807017543857,1.719298245614035,2.3824561403508775,13.754385964912279,0.17321428571428577,-1.8012680721777146,-0.22246836493204492,-0.58018840824044
118,51155119,ñæêŒÅ@åíéu,2020,ïüâ™É\ÉtÉgÉoÉìÉN,63,172,154,20,39,9,1,2,56,17,4,2,5,1,12,0,32,1,0.253,0.364,0.305,27,50.00000000000001,167,0.29940119760479045,Ép,0.31533049922877243,-2.4557673336972226,720,27080,2963,16.36387816113291,51155119.0,ñæêŒÅ@åíéu,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,99.0,315.0,282.0,31.0,70.0,12.0,3.0,5.0,103.0,21.0,6.0,2.0,5.0,1.0,26.0,1.0,66.0,6.0,0.248,0.365,0.313,50.0,94.3,310.0,0.3041935483870968,Ép,0.31988897159161395,-4.48627513262449,858.0,32792.0,3698.0,31.036718280403072,0.546031746031746,171.99999999999997,153.98095238095237,16.926984126984124,38.22222222222222,6.552380952380952,1.638095238095238,2.73015873015873,56.24126984126983,11.466666666666665,3.276190476190476,1.092063492063492,2.73015873015873,0.546031746031746,14.196825396825396,0.546031746031746,36.03809523809524,3.276190476190476,27.3015873015873,51.49079365079365,169.2698412698413,0.3041935483870967,-2.4496486438457623,16.94703347374389,-0.5831553126109803
248,73375132,ìnÁ≥Å@ëÂé˜,2020,ìåãûÉÑÉNÉãÉg,33,12,11,7,3,0,0,0,3,0,2,2,0,0,1,0,3,0,0.273,0.273,0.33299999999999996,3,3.4000000000000004,12,0.2833333333333334,ÉZ,0.3185745868775059,-0.38178024672853555,720,27093,2962,0.9301453429071638,73375132.0,ìnÁ≥Å@ëÂé˜,2019.0,ìåãûÉÑÉNÉãÉg,16.0,9.0,7.0,5.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.14300000000000002,0.5710000000000001,0.25,0.0,2.7,8.0,0.3375,ÉZ,0.31900344388942325,0.15413796758813975,858.0,32803.0,3607.0,1.143773061939266,1.3333333333333333,12.0,9.333333333333332,6.666666666666666,1.3333333333333333,0.0,0.0,1.3333333333333333,5.333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,2.6666666666666665,0.0,0.0,3.5999999999999996,10.666666666666666,0.33749999999999997,0.20551729011751904,1.5250307492523543,-0.5948854063451905
276,33135138,ãgìcÅ@ëÂê¨,2020,ìåãûÉÑÉNÉãÉg,8,11,9,0,1,1,0,0,2,1,0,0,1,0,1,0,2,1,0.111,0.222,0.2,0,2.0,10,0.2,ÉZ,0.3185745868775059,-1.1857458687750588,720,27093,2962,0.0168525883909989,33135138.0,ãgìcÅ@ëÂê¨,2019.0,ìåãûÉÑÉNÉãÉg,13.0,39.0,32.0,3.0,6.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,8.0,1.0,0.188,0.21899999999999997,0.316,5.0,10.0,38.0,0.2631578947368421,ÉZ,0.31900344388942325,-2.094208093221794,858.0,32803.0,3607.0,2.19421064896642,0.28205128205128205,11.0,9.025641025641026,0.8461538461538461,1.6923076923076923,0.28205128205128205,0.0,0.0,1.9743589743589745,0.5641025641025641,0.28205128205128205,0.28205128205128205,0.28205128205128205,0.0,1.1282051282051282,0.5641025641025641,2.2564102564102564,0.28205128205128205,1.4102564102564101,2.8205128205128207,10.717948717948717,0.26315789473684215,-0.590674077575377,0.6188799266315553,-0.6020273382405564
167,21225138,íÜéRÅ@„ƒëæ,2020,ìåãûÉÑÉNÉãÉg,29,53,48,4,11,1,0,4,24,8,0,0,0,1,3,1,19,2,0.22899999999999998,0.5,0.28300000000000003,6,17.5,53,0.330188679245283,ÉZ,0.3185745868775059,0.5613477977758935,720,27093,2962,6.355685818666899,21225138.0,íÜéRÅ@„ƒëæ,2019.0,ìåãûÉÑÉNÉãÉg,35.0,100.0,97.0,11.0,28.0,4.0,0.0,5.0,47.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,2.0,0.289,0.485,0.31,19.0,34.400000000000006,100.0,0.3440000000000001,ÉZ,0.31900344388942325,2.1455377328245113,858.0,32803.0,3607.0,13.141483225614804,0.53,53.0,51.410000000000004,5.83,14.84,2.12,0.0,2.6500000000000004,24.91,7.42,0.0,0.0,0.0,0.0,1.59,0.0,13.25,1.06,10.069999999999999,18.232,53.00000000000001,0.3439999999999999,1.1371349983969834,6.964986109575839,-0.6093002909089398
322,41045131,êºìcÅ@ìNÌƒ,2020,ïüâ™É\ÉtÉgÉoÉìÉN,36,11,11,6,1,0,0,0,1,1,2,1,0,0,0,0,4,0,0.091,0.091,0.091,1,0.9,11,0.08181818181818182,Ép,0.31533049922877243,-2.1405295762637473,720,27080,2963,-0.9369475969432155,41045131.0,êºìcÅ@ìNÌƒ,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,7.0,8.0,8.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.0,1.3,8.0,0.1625,Ép,0.31988897159161395,-1.0492598106107596,858.0,32792.0,3698.0,-0.1470885493275198,1.375,11.0,11.0,2.75,1.375,1.375,0.0,0.0,2.75,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7875,11.0,0.1625,-1.4427322395897944,-0.20224675532533976,-0.7347008416178757
320,61365133,ç]ë∫Å@íºñÁ,2020,êÁótÉçÉbÉe,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,6,0.0,Ép,0.31533049922877243,-1.5766524961438622,720,27080,2963,-0.9201532346962994,61365133.0,ç]ë∫Å@íºñÁ,2019.0,êÁótÉçÉbÉe,23.0,35.0,31.0,3.0,3.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,2.0,0.09699999999999999,0.19399999999999998,0.152,2.0,5.2,33.0,0.1575757575757576,Ép,0.31988897159161395,-5.004657432155572,858.0,32792.0,3698.0,-1.0576581640413978,0.17142857142857143,6.0,5.314285714285714,0.5142857142857142,0.5142857142857142,0.0,0.0,0.17142857142857143,1.0285714285714285,0.6857142857142857,0.0,0.0,0.34285714285714286,0.0,0.34285714285714286,0.0,1.7142857142857144,0.34285714285714286,0.3428571428571428,0.8914285714285713,5.657142857142857,0.15757575757575756,-0.8579412740838124,-0.1813128281213825,-0.7388404065749169
176,91495130,êºñÏÅ@ê^çO,2020,ÉIÉäÉbÉNÉX,23,77,69,10,17,3,0,0,20,3,0,0,3,0,5,0,10,1,0.24600000000000002,0.29,0.297,14,20.0,74,0.2702702702702703,Ép,0.31533049922877243,-3.079115645497647,720,27080,2963,5.345958209746075,91495130.0,êºñÏÅ@ê^çO,2019.0,ÉIÉäÉbÉNÉX,56.0,188.0,166.0,21.0,40.0,5.0,1.0,1.0,50.0,14.0,1.0,0.0,3.0,1.0,16.0,2.0,24.0,1.0,0.24100000000000002,0.301,0.314,33.0,52.4,185.0,0.28324324324324324,Ép,0.31988897159161395,-6.321388140093948,858.0,32792.0,3698.0,14.879636500062187,0.4095744680851064,77.0,67.98936170212767,8.601063829787234,16.382978723404257,2.047872340425532,0.4095744680851064,0.4095744680851064,20.47872340425532,5.73404255319149,0.4095744680851064,0.0,1.2287234042553192,0.4095744680851064,6.553191489361702,0.8191489361702128,9.829787234042554,0.4095744680851064,13.515957446808514,21.461702127659574,75.7712765957447,0.2832432432432432,-2.5890791850384827,6.094319204812701,-0.7483609950666255
297,23125136,éRñ{Å@óSëÂ,2020,â°ïlDeNA,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,3,0.0,ÉZ,0.3185745868775059,-0.7964364671937648,720,27093,2962,-0.46845506978484,23125136.0,éRñ{Å@óSëÂ,2019.0,â°ïlDeNA,13.0,12.0,12.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,4.0,3.6,12.0,0.3,ÉZ,0.31900344388942325,-0.19003443889423266,858.0,32803.0,3607.0,1.1294790202406024,0.25,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.9,3.0,0.3,-0.047508609723558165,0.2823697550601506,-0.7508248248449906
91,1505137,ã‡éqÅ@ò–éi,2020,çÈã êºïê,86,338,301,41,75,7,0,3,91,21,14,9,5,3,29,0,55,5,0.249,0.302,0.312,65,93.89999999999999,333,0.28198198198198193,Ép,0.31533049922877243,-10.282459484427072,720,27080,2963,26.70033224378563,1505137.0,ã‡éqÅ@ò–éi,2019.0,çÈã êºïê,133.0,524.0,463.0,60.0,116.0,8.0,1.0,3.0,135.0,33.0,41.0,10.0,6.0,3.0,49.0,3.0,81.0,3.0,0.251,0.292,0.324,104.0,148.0,518.0,0.2857142857142857,Ép,0.31988897159161395,-16.48928593581088,858.0,32792.0,3698.0,42.60293167824132,0.6450381679389313,338.0,298.6526717557252,38.70229007633588,74.82442748091603,5.1603053435114505,0.6450381679389313,1.935114503816794,87.08015267175573,21.286259541984734,26.446564885496183,6.450381679389313,3.870229007633588,1.935114503816794,31.606870229007633,1.935114503816794,52.24809160305344,1.935114503816794,67.08396946564885,95.46564885496183,334.12977099236645,0.2857142857142857,-10.636218790656638,27.480516998560244,-0.7801847547746128
311,91795134,åSÅ@ëÒñÁ,2020,ñkäCìπì˙ñ{ÉnÉÄ,9,7,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.14300000000000002,0,0.7,7,0.09999999999999999,Ép,0.31533049922877243,-1.4355366615251497,720,27080,2963,-0.6696208565029931,91795134.0,åSÅ@ëÒñÁ,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,0.25,0.25,1.0,0.9,4.0,0.225,Ép,0.31988897159161395,-0.31629657197204647,858.0,32792.0,3698.0,0.1347890586695734,1.75,7.0,7.0,0.0,1.75,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.75,1.575,7.0,0.225,-0.5535190009510814,0.2358808526717534,-0.9055017091747465
109,31335131,ç°ã{Å@åíëæ,2020,ïüâ™É\ÉtÉgÉoÉìÉN,43,177,164,30,44,7,2,6,73,22,2,0,5,3,5,0,22,2,0.268,0.445,0.285,29,53.900000000000006,172,0.31337209302325586,Ép,0.31533049922877243,-0.30192095668380486,720,27080,2963,19.064807256019296,31335131.0,ç°ã{Å@åíëæ,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,106.0,426.0,383.0,44.0,98.0,15.0,0.0,14.0,155.0,41.0,4.0,5.0,7.0,1.0,32.0,3.0,67.0,3.0,0.256,0.405,0.317,69.0,134.1,419.0,0.32004773269689735,Ép,0.31988897159161395,0.06112302553410914,858.0,32792.0,3698.0,48.10174268886663,0.4154929577464789,177.0,159.1338028169014,18.281690140845072,40.71830985915493,6.232394366197183,0.0,5.816901408450704,64.40140845070422,17.035211267605632,1.6619718309859155,2.0774647887323945,2.908450704225352,0.4154929577464789,13.295774647887324,1.2464788732394365,27.838028169014084,1.2464788732394365,28.66901408450704,55.71760563380281,174.09154929577463,0.3200477326968974,0.025396186665589435,19.98593534255727,-0.9211280865379727
66,31135135,à¿íBÅ@óπàÍ,2020,ÉIÉäÉbÉNÉX,78,311,266,32,77,9,2,2,96,23,15,4,16,2,26,1,48,9,0.289,0.361,0.353,64,95.4,295,0.3233898305084746,Ép,0.31533049922877243,2.2834771959156104,720,27080,2963,36.31202224761428,31135135.0,à¿íBÅ@óπàÍ,2019.0,ÉIÉäÉbÉNÉX,56.0,179.0,155.0,18.0,43.0,6.0,1.0,2.0,57.0,20.0,10.0,2.0,4.0,1.0,18.0,1.0,29.0,5.0,0.27699999999999997,0.368,0.354,34.0,57.300000000000004,175.0,0.32742857142857146,Ép,0.31988897159161395,1.2503169729621209,858.0,32792.0,3698.0,21.436398944174613,1.7374301675977655,311.0,269.30167597765364,31.273743016759777,74.70949720670392,10.424581005586592,1.7374301675977655,3.474860335195531,99.03351955307264,34.74860335195531,17.374301675977655,3.474860335195531,6.949720670391062,1.7374301675977655,31.273743016759777,1.7374301675977655,50.3854748603352,8.687150837988828,59.07262569832403,99.55474860335197,304.050279329609,0.3274285714285714,2.1723384278838926,37.24424621026984,-0.9322239626555628
